:: Logging to C:\Users\shirao\AppData\Local\Temp\UnitypackageTools20191217190050-1o_gyjyg.log
[INFO   ] 2019-12-17 19:00:50,246::root                     | Current-directory: D:\works\programs\python\vemt\vemt-unitypackage-validator
[WARNING] 2019-12-17 19:01:38,354::ReferenceWhitelist       | Reference Error. Assets/VRCSDK/Examples/Scenes/Example-PlayerAudioOverride.unity refers 29f10f916a6f6cf48a3bc82d0f6f6fc4
[WARNING] 2019-12-17 19:01:38,354::ReferenceWhitelist       | Reference Error. Assets/VRCSDK/Examples/Scenes/Example-PlayerAudioOverride.unity refers e7a426720128e984b820ea72c74be48b
[WARNING] 2019-12-17 19:01:38,355::ReferenceWhitelist       | Reference Error. Assets/Annoma/Annoma_setup.unity refers f70555f144d8491a825f0804e09c671c
[WARNING] 2019-12-17 19:01:38,359::ReferenceWhitelist       | Reference Error. Assets/PostProcessing/Utilities/CustomMotionTexture/ExampleScene.unity refers f5f67c52d1564df4a8936ccd202a3bd8
[WARNING] 2019-12-17 19:01:38,369::ReferenceWhitelist       | Reference Error. Assets/Bakery/examples/example_directional_SH.unity refers 3c142d78f1ac54d4299a13ee35b96408
[WARNING] 2019-12-17 19:01:38,371::ReferenceWhitelist       | Reference Error. Assets/VRCSDK/Dependencies/VRChat/Resources/VRCSDKWorld.prefab refers f70555f144d8491a825f0804e09c671c
[WARNING] 2019-12-17 19:01:38,372::ReferenceWhitelist       | Reference Error. Assets/VRCSDK/Dependencies/VRChat/Resources/VRCSDKWorld.prefab refers f5f67c52d1564df4a8936ccd202a3bd8
[INFO   ] 2019-12-17 19:01:38,373::ShaderNamespace          | Modifing ShaderNamespace.
[INFO   ] 2019-12-17 19:01:38,868::PathNamespace            | Modifing PathNamespace.
C:\Users\shirao\AppData\Local\Temp\tmpmuphnojm
=======================================================
00352451ae390a14891893758f3ed8bc (Assets/65431154313246784234/Bakery/examples/content/SkyboxNormal.mat)
003b77d3c7f96f04d9005c23ce5a98e6 (Assets/65431154313246784234/UniGLTF/UniJSON/Scripts/MsgPack)
00718395eefb6084bb25555f962f25c0 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models/PickupPrototype01x01x01.fbx)
0091e5f38ae478b47ba5b2aec91e1598 (Assets/65431154313246784234/UniGLTF/UniHumanoid/doc/humanpose_transfer_inspector.png)
012063806b0030849959f24285672841 (Assets/65431154313246784234/Bakery/examples/content/sponza/Materials/sponza_floor_a_diff.mat)
013609175f104c14ab6ef83d462fca4f (Assets/65431154313246784234/Bakery/examples/content/logolight.FBX)
01494e58d87212f44ab51d29caea84e4 (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_ShadingGradeMap_Tess.shader)
0220562d2c8574b488f93feeea017f04 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/floatingPlatform_floatingPlatform_MB1.asset)
022cc993cd11f444a000efbb4ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/mediumPlatform.fbx)
02597b306d2cfe245a15db3be39db306 (Assets/65431154313246784234/Editor/x64/Bakery/heightfieldTexLODSelect.ptx)
02c0a84bd64c6f044954d8bde9b46ec8 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_28.png)
0358a5f1cd11b344a000efbb4ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/floatingPlatform.fbx)
036bc90bfe3475b4c9fadb85d0520621 (Assets/65431154313246784234/Toon/Shader/Toon_DoubleShadeWithFeather_StencilMask.shader)
0373c3d9b7f2d77428fba827e86cc133 (Assets/65431154313246784234/WhiteAtelier_White/WhiteAtelier_White/Lightmap-0_comp_dir.png)
03a7972db4545b246915011d04e5b3e8 (Assets/65431154313246784234/Editor/x64/Bakery/lmPointLightSH.ptx)
03c9f175f319b3146ac59add615feea0 (Assets/65431154313246784234/Editor/x64/Bakery/lmTexAreaLightRNM.ptx)
03d3d94ad78ae0d4dbb9c715f36e3046 (Assets/65431154313246784234/Bakery/examples/lightmaps/example_directional_RNM_LM0_RNM0.hdr)
043f8a624d9a4324da435fc2f711649e (Assets/65431154313246784234/Bakery/examples/lightmaps/example_directional_RNM_LMA1_RNM2.hdr)
04707f997ac763d4eb4b359f66071660 (Assets/65431154313246784234/Annoma/sub-prefab)
048f40fe08d98bb41b0bf24721021b6d (Assets/65431154313246784234/Annoma/textures/Annoma_Face_OutlineMask.png)
049a1401f47deb448b7543c6d4ed31d0 (Assets/65431154313246784234/Editor/x64/Bakery/lambert_sss.ptx)
04afea73344b7d049b5b7ac5ae315dd5 (Assets/65431154313246784234/Bakery/emptyDirection.tga)
04bc0e20327a72741902db186ca7e332 (Assets/65431154313246784234/Editor/x64/Bakery/fixPos.ptx)
04c61db03838bf748a8e2ffd0798d7f4 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/hat.fbx)
055f7217f136349d9b68e82b9e987dae (Assets/65431154313246784234/PostProcessing/Utilities/CustomMotionTexture/Materials/WheelMotionVectors.mat)
057069291b3c0f345b796a0f7396027a (Assets/65431154313246784234/MeshBaker/Examples/SceneDynamicAddDelete/Cube4pf.prefab)
059791a7b1ee236419ae452c0af23176 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Shaders/Mobile)
06577ef88ae5dea4189cb3022681fa9f (Assets/65431154313246784234/UniGLTF/UniHumanoid/doc/bvh_bonemapping.png)
0661af22bcc277e4a95eb02d820c97bf (Assets/65431154313246784234/UniGLTF/UniUnlit/Editor)
06b4ed554edfece43b570527a652d54e (Assets/65431154313246784234/Bakery/ftSimpleVertexLM.shader)
06cae78b869a3234bab02eeb52197e1c (Assets/65431154313246784234/Toon/Shader/Tess/Toon_OutlineObject_Tess_StencilOut.shader)
06d4baf35f447b04a8add8ac6478341f (Assets/65431154313246784234/MeshBaker/Examples/SceneDynamicAddDelete/combinedMaterial.mat)
06e14dbe7ec42ee428580d9deecd58ea (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/grass.png)
07122302654db3f4b9a1cf3e3887b672 (Assets/65431154313246784234/WhiteAtelier_White/sub-prefab/Annoma_model_v1_0_LightB.prefab)
071822a4ffcabed42b2a9aefc68e313f (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/sword-mat-_MainTex-atlas0.png)
071cd512bd11410ba00004694ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/Materials/tree.mat)
0747c91ec3e09704abc8b09fc8685998 (Assets/65431154313246784234/Annoma/textures/Annoma_Hair_Tex.png)
07b8c413118e1de44867e1392a74cc05 (Assets/65431154313246784234/UniGLTF/UniJSON/Editor/Tests/MsgPack)
07f55c1d86b639643becc00a58ce1e04 (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/Materials/Wood.mat)
080bc076ed19adb4091adca05de83d66 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models/prototype_floor_4x1x4.FBX)
0838619ffc44271429c3534d3c28528a (Assets/65431154313246784234/WhiteAtelier_White/animations/Annoma_3.controller)
087e7fdd5cf349544a70811a4f31f629 (Assets/65431154313246784234/Editor/x64/Bakery/lmSkyTangentSH.ptx)
08a40ed5256f3a84f99aa1fa5838281a (Assets/65431154313246784234/MeshBaker/Examples/SceneRuntimeExample/Cube1PF.prefab)
08c65988dc25d9f44b791fcc18fb543a (Assets/65431154313246784234/Toon/Shader/Tess/Toon_DoubleShadeWithFeather_Tess_StencilMask.shader)
08c6bb334aed21c4198cf46b71ebca2d (Assets/65431154313246784234/Toon/Shader/Tess/Toon_ShadingGradeMap_TransClipping_Tess_StencilOut.shader)
08d4ef81e522ab244bb72f5b8638a351 (Assets/65431154313246784234/VRCSDK/Dependencies/VRChat/Resources/PerformanceStatsLevels/Windows)
08dc41a7c6bb52144be7881da187ddb0 (Assets/65431154313246784234/WhiteAtelier_White/models/Materials/booth_main_mtl.mat)
0927383552c986b4e954f936f36651ad (Assets/65431154313246784234/Annoma/textures/Annoma_Costume_Emission.png)
093c1707bbb241d4f9d4c405104ffeea (Assets/65431154313246784234/Editor/x64/Bakery/uvalbedo.pso)
093cb430087771d4b821016f6d720e7d (Assets/65431154313246784234/Toon/Editor)
0959cb8822a344c4da890457e668fdc9 (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_ShadingGradeMap_Transparent_Tess.shader)
0960bee2af9966e4c8ff638ee9a84fbf (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/stuccobrown.mat)
096879f179a92264a8518b3bf9cf6236 (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials)
09f6c01f98a3ded4daf1afc52a3c260f (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_26.png)
0a05dd221bacbb448afac3d63e6bd833 (Assets/65431154313246784234/Toon/Shader/Toon_ShadingGradeMap_TransClipping_StencilMask.shader)
0a1e4c9dcc0e9ea4db38ae9cb5059608 (Assets/65431154313246784234/Toon/Shader/Toon_DoubleShadeWithFeather_StencilOut.shader)
0a79c155edf9b2d429d4736abee5acdb (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_35.png)
0a999e641c982a14d9c68dfd53a98afc (Assets/65431154313246784234/PostProcessing/Resources/Shaders/Tonemapping.cginc)
0abcbdfebcf554547998a4df82cae2bc (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/Goober Artwork/FBX/Materials/goober-goober_txt.mat)
0b7113dea2069fc4e8943843eff19f70 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Shaders/Mobile/VRChat-Mobile-StandardLite.shader)
0b766af68f28b3b4cac2fb9748cafb42 (Assets/65431154313246784234/Annoma/textures/Annoma_CostumeWhite_Tex.png)
0bfc2af7d952f9d40b8f938c3e7d6d91 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Animation/tpose-new.fbx)
0c06a9c96253b2c4e94d65ecc349b306 (Assets/65431154313246784234/MeshBaker/scripts/MeshBakerCore.asmdef)
0c17987f8c6d0174e96704ea7c4653d7 (Assets/65431154313246784234/WhiteAtelier_White/models/Materials/AnnomaLight_BodyStout_Mtl.mat)
0c57597dcd117aa1a00026ba4ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/Materials/lights.mat)
0c96de5fee36e344f872c7b2ca0252a4 (Assets/65431154313246784234/UniGLTF/UniUnlit)
0caec6c739c2d4642b088cf068d61dff (Assets/65431154313246784234/Annoma/extra/renderTextures/ThumbnailLarge.renderTexture)
0cb6c9e6216a91e4a9d38cd2acb4ccb6 (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_DoubleShadeWithFeather_Transparent_Tess.shader)
0d68b039cd119a82a00068bb4ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/Materials/impoundLot.mat)
0d69d864034e1a1459d20eb8c7bc0b3b (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/Goober Artwork/FBX/Materials/goober@jump-goober_txt.mat)
0d799eb857c0e2c45bbdfb2c033d33e6 (Assets/65431154313246784234/Toon/Shader/Tess/Toon_ShadingGradeMap_Tess_StencilMask.shader)
0e962d8c7bd021a469f42e79cfac1b2c (Assets/65431154313246784234/MeshBaker/scripts/TextureBlenders)
0ed61da30085dcf4386298e076d27133 (Assets/65431154313246784234/Editor/x64)
0f274a7a8cb1663479e10b9b1820156d (Assets/65431154313246784234/UniGLTF/UniHumanoid/doc/bvh_prefab.png)
0fa10b21877c61b4db40ba5708815f81 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_30.png)
100d373b596f44d49ac9bb944d671d32 (Assets/65431154313246784234/Toon/Shader/Toon_DoubleShadeWithFeather_Mobile_TransClipping_StencilMask.shader)
10114594bf7cd5142aae80ce7267b41a (Assets/65431154313246784234/Toon/Shader/Tess)
1031ef5166ec9514298e667574ededc6 (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/bush.mat)
1032d41f900276c40a9dd24f55b7d420 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Materials/NavySmooth.mat)
105540f6327a1e6429b883b2ca0e0db3 (Assets/65431154313246784234/Bakery/examples/content/shiny_floor.mat)
10a7ebc5d8ccd4640b29755c9b8a88ac (Assets/65431154313246784234/Annoma/textures/Annoma_Body_Tex.png)
1125f91f9f5d51e4baf32860a2834a5c (Assets/65431154313246784234/New Material.mat)
1159cd3388969404ca6f762a88baab3f (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/house.fbx)
116093d805705ec4dbb686186eb60647 (Assets/65431154313246784234/test.shader)
11852d1b1b034654bb03e7c8fda28fbf (Assets/65431154313246784234/PostProcessing/Resources/Shaders/GrainGen.shader)
119591e0bb084e848835d237546b3882 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_61.png)
11b8de68453aed84b86650851ed3cf1c (Assets/65431154313246784234/Bakery/examples/content/stainedglass.mat)
11e8f1e181e558a47a387492d3ecdb88 (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_ShadingGradeMap_AngelRing_TransClipping_Tess_StencilOut.shader)
11fa60a4f5bdba144a008a674f32eb19 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Materials)
1231fa531fdd33f4baccc935c18c0872 (Assets/65431154313246784234/UniGLTF/DepthFirstScheduler/README.md)
123255c6ec1bdb24bbb710597643c388 (Assets/65431154313246784234/Bakery/examples/content/sponza/sponza.fbm/sponza_column_a_bump.png)
123fb7eae675d8647a2bdd1e1be5b01e (Assets/65431154313246784234/Bakery/examples/content/floor_lamp.FBX)
1267da2961f594544b8b32a0fabd2826 (Assets/65431154313246784234/Annoma/extra/skybox/Skybox_Tex.png)
1278163a2a3ba2b4cad540a862292784 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/PanoViewer/Panosphere.shader)
12c45c7814259524db3a4c6698a42ccb (Assets/65431154313246784234/Editor/x64/Bakery/lmSkyCubemapProbeSH.ptx)
12c7ee23dda7c9c4fb50ab126bc91d94 (Assets/65431154313246784234/Bakery/examples/content/stainedglasscross.png)
12cd5ce6764830e47919affe8996a1c3 (Assets/65431154313246784234/MeshBaker/Examples/Assets/Textures/platformOneIllum.tif)
132ecbe25b2b8364cb632d417382e8fe (Assets/65431154313246784234/UniGLTF/Core/Scripts/Format/ExtensionsAndExtras)
1363d7983ee08c244a2eb4bf0ced6b2f (Assets/65431154313246784234/Bakery/examples/content/AreaLight.ies)
1378a33cdd085d64c9da863d2484ff21 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_47.png)
13aee1e1f6c49d94fa292dca9910126e (Assets/65431154313246784234/Toon/Shader/Tess/UCTS_Tess.cginc)
140d569d2348c164ea102e2533a4a218 (Assets/65431154313246784234/Editor/x64/Bakery/lodselect.ptx)
141f2edfb528c10499bcdd316a7f2b72 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Materials)
1435bde00aecd6d458e24a6980e4bb18 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/meshWithSubmeshes4Cubes_MeshBaker0-mesh_MB.asset)
148d1eca2cf299e4eb949d15c4cf95ee (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_DoubleShadeWithFeather_Clipping_Tess_StencilOut.shader)
149ff0b0fbbfc4d4d84fa34374ca61c7 (Assets/65431154313246784234/Editor/x64/Bakery/lmSSSSH.ptx)
14f639c409cf5274c8e1450bcb1e3b45 (Assets/65431154313246784234/Annoma/extra/materials/Grid_Mtl.mat)
14fd58535ad7b5e45b98d5d35af26f4d (Assets/65431154313246784234/MeshBaker/Examples/BatchPrepareObjectsForDynamicBatching/__Out/aa 1.asset)
153f7d6dfbe713d4884df0f1e243ba92 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_16.png)
157fce07d9e165f4ea73f754793d6c48 (Assets/65431154313246784234/Editor/x64/Bakery/scripts/xatlas/xatlas-license.txt)
15b931be83ec6744393d447ecb794e6e (Assets/65431154313246784234/UniGLTF/UniHumanoid)
15e54aa23a938444389469d53765d741 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_44.png)
1630f7ea0126174458ca61ba6bf19aee (Assets/65431154313246784234/MeshBaker/Examples/SkinnedMeshRenderer/combinedMaterial-mat.mat)
16a21475b016ccb4cb07cbd942396448 (Assets/65431154313246784234/WhiteAtelier_White/shaders/SkyboxPlaneGlound2.shader)
16ccdf2f6dab8294c871d2db13d9959f (Assets/65431154313246784234/Bakery/shader)
16e2201e9758ad04eb1779db3ecb08e9 (Assets/65431154313246784234/UniGLTF/UniHumanoid/PoseModifier)
16fb769c0394c36469ed40a4f35c1eec (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models/FloorPrototype08x01x08.fbx)
171503e8193e15447967be1e3ca1e714 (Assets/65431154313246784234/VRCSDK/Dependencies/VRChat/Resources/PerformanceStatsLevels/Quest/Bad_Quest.asset)
1723e8afe79ca7b4f9e2c3c609445d3d (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/birchFoliage.mat)
1745a1a98f83b2e44ab968ebfdc6e716 (Assets/65431154313246784234/Annoma/sub-prefab/AnnomaQuestCombined.prefab)
1798af0ac641ecb45baa815537f7a6c6 (Assets/65431154313246784234/MeshBaker/Examples/CustomizeCharacterSetup.unity)
17cb42dafc537a744ae2363e9ddb69dc (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/WebRoot/javascript.html)
17fe77716f2fcc840976d6c0234fad17 (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/CharacterCustomization - Shortcut.lnk)
183ea557143786346b1bfc862ad22636 (Assets/65431154313246784234/Toon/Shader/Tess/Toon_ShadingGradeMap_Tess.shader)
1847c44f729b68e49ba63610abdf9132 (Assets/65431154313246784234/Toon/Shader/Tess/Toon_OutlineObject_Tess.shader)
18c9172cdf36a344f9aca9bbc0e7002d (Assets/65431154313246784234/Toon/Shader/Tess/Toon_ShadingGradeMap_AngelRing_Tess_StencilOut.shader)
18db50734aa34c54d8c83a31ba860681 (Assets/65431154313246784234/UniGLTF/UniJSON/Scripts/JsonSchemaValidator)
18f2b3945d318684cba5a4bba9913326 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/Goober Artwork)
18fb6a6b698945843a16c2d0111a7af2 (Assets/65431154313246784234/PostProcessing/Runtime/Utils)
19015a5957bbaa745a61cba005220542 (Assets/65431154313246784234/DynamicBone/Demo/tail.FBX)
191b96419a3effe42b6fde96d15370b5 (Assets/65431154313246784234/Editor/x64/Bakery/lmCubemapLightProbeSH.ptx)
193fe39ec7010154d8aae395c1e0614b (Assets/65431154313246784234/Bakery/examples/content/sponza/sponza.fbm/sponza_thorn_diff.png)
19d5305785531af479e484909041a5d0 (Assets/65431154313246784234/Editor/x64/Bakery/lmSky.ptx)
19e66f86fecbbd04ea24322d70256547 (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/roof_NRM.png)
1a0384c48005e4d4688030a9896c62f2 (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Materials/BareTorsoMat.mat)
1a1dbb7295fa04a47864d23f46734976 (Assets/65431154313246784234/Bakery/examples/lightmaps/LMGroup_Sphere_VertexLM1.asset)
1a693ad389f006e4d849cb8b73159e9e (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/Bush.png)
1a9ce5640cde5934aae0022f020464a6 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_40.png)
1ab66d94bde8cce46bb35638099bfd31 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Materials/prototype_grey_smooth.mat)
1ac5f23981aac7744a8b7f895c937444 (Assets/65431154313246784234/MeshBaker/Examples/PrepareObjectsForDynamicBatching/ModifiedPrefabs/Sphere.asset)
1b6c5104ebcf00c4bbc14b80cad8424d (Assets/65431154313246784234/WhiteAtelier_White/models/booth_inside_geo.fbx)
1bacd25715f185f4fb26ba830629902b (Assets/65431154313246784234/WhiteAtelier_White/WhiteAtelier_White)
1bb468c43556ef34e99d6ca06cf9d39c (Assets/65431154313246784234/Bakery/examples/content/sponza/sponza.fbm/spnza_bricks_a_diff.png)
1c4298cd35ef7834e892898e49d61ecd (Assets/65431154313246784234/PostProcessing/Editor Resources/Monitors/VectorscopeRender.shader)
1c4d6e74b2d11694b9d25be271b58a44 (Assets/65431154313246784234/Bakery/examples/lightmaps/example_shadowmask_LMA1_dir.tga)
1d10c7840eb6ba74c889a27f14ba6081 (Assets/65431154313246784234/Toon/Shader/Toon_DoubleShadeWithFeather_Mobile.shader)
1d327a27e31a927478d7ee8c0e5cf671 (Assets/65431154313246784234/Annoma/animations)
1d6958e30e40a254dbe5a54c573eeb3c (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_37.png)
1d6fa63b3a54ade469dc0fa038f0c81b (Assets/65431154313246784234/Bakery/BakeryMetaPass.cginc)
1da30eb44a3fef44c94483036227e02a (Assets/65431154313246784234/Bakery/examples/content/sponza/sponza.fbm/sponza_fabric_diff.png)
1db5e7e6e40450946b3d699e4672bd76 (Assets/65431154313246784234/Bakery/examples/LMGroup_Plane_RNM.asset)
1de01516cd1123a2a0008cea4ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/Textures/platformOneDiffuse.tif)
1de2787321b4b9641bc4b8d17e8ddb02 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Animation/CoinAnim.anim)
1de6497fad977cf4db5b6ebcc8e74036 (Assets/65431154313246784234/MeshBaker/Examples/PrepareObjectsForDynamicBatching/OriginalPrefabs/Cylinder.prefab)
1df2c0b52db1c4747ab019db41a37a92 (Assets/65431154313246784234/Annoma/textures)
1e46935cde3cc664ab815c591ecb8ec3 (Assets/65431154313246784234/UniGLTF/UniJSON)
1e5ed0d1eaae21c46b59beeeb761a357 (Assets/65431154313246784234/UniGLTF/UniHumanoid/doc/BoneMappingInspector.png)
1eaf2559c323bbc4cb44995ececaa2ee (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Output/Pants(Clone).Asset)
1f1f5882b9eed414484571e9ed2c7d55 (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/ResultMaterials/TextureBakeResult-RoofBrick-_BumpMap-atlas1.png)
1f248db3b28fc5f44aabd7aca618bd1e (Assets/65431154313246784234/Toon/Shader/Tess/Toon_DoubleShadeWithFeather_Tess.shader)
1f45fcc349188584095300fd024e8f8b (Assets/65431154313246784234/Bakery/shader/Bakery.cginc)
1f6e5fea7e3764b4684edf284ad9b5ed (Assets/65431154313246784234/VRCSDK/Prefabs/World/VRCVideoSync.prefab)
1f723b422002bd94a811653759f73495 (Assets/65431154313246784234/Bakery/examples/lightmaps/example_shadowmask_LMA1_final.hdr)
1fa3a02e1f2527e438e1a72517e700b7 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models/Materials)
1fa5e363fead2574dbbf74be61e38519 (Assets/65431154313246784234/Editor/x64/Bakery/lmCubemapLightSH.ptx)
2024b1f0802e2384caf3d3dcaffe1e9e (Assets/65431154313246784234/Editor/x64/Bakery/heightfieldTex.ptx)
206c554c8b0c60041a9d242385f543d3 (Assets/65431154313246784234/Toon/Shader/Toon_ShadingGradeMap_Mobile_StencilMask.shader)
20951a249466f6449882e950bfd20724 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Ball.prefab)
20b1479cc74212c4bb1e3ac7a32c7eb4 (Assets/65431154313246784234/Editor/x64/Bakery/denoisePrepareSH.ptx)
20cf64477973022498e44b932e804288 (Assets/65431154313246784234/Bakery/ftOverlapTest.shader)
20dd07da83310894298fc7c33a84e90f (Assets/65431154313246784234/UniGLTF/UniJSON/Editor/Tests)
20ea139dff8ced947aedd767ed4d773a (Assets/65431154313246784234/Bakery/ftUnlitTerrain.shader)
21084c33cd1113a2a0008cea4ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/Textures/impoundLot.tif)
21290c1609e0fe64d910444231157ea5 (Assets/65431154313246784234/MeshBaker/Examples/Scene1Assets/Platforms-mat-_MainTex-atlas0.png)
218ead6e49e5ba84ea33deba41ebe195 (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/wood2.png)
21a42390d25252341a66bc19a8addaea (Assets/65431154313246784234/DynamicBone/Demo)
220236998416a5e4bb1fcf6a95de9db7 (Assets/65431154313246784234/Editor/x64/Bakery)
221f0729ddb8fc742a94d3f5ed9ae330 (Assets/65431154313246784234/Editor/x64/Bakery/dilateHalf.ptx)
226d734a7d5ad4b4c8f13e83d4ab566e (Assets/65431154313246784234/WhiteAtelier_White/WhiteAtelier_White/LightingData.asset)
22d0ebd2cc22c314aa3ba05c011e50e0 (Assets/65431154313246784234/Editor/x64/Bakery/lmPointLightProbeSH.ptx)
22e707c9cd2d10345ab1d6b95cb6b90d (Assets/65431154313246784234/Bakery/examples/lightmaps/example_shadowmask_LMA1_mask.tga)
23b0b325ee1297f45a90dd569d57c23c (Assets/65431154313246784234/WhiteAtelier_White/shaders/StencilOutUnlitTp.shader)
23c77b736b4a4134383b35efc1cd1db8 (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Output/SeamMesh(Clone).Asset)
23e399973d807464fb195291a44a614c (Assets/65431154313246784234/Toon/Shader/Toon_ShadingGradeMap_AngelRing_Mobile.shader)
23e820d1118c0a247af65a92dfce9ced (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/stuccoyellow.png)
241b7a6a033e9dc4da9d2595cef7f477 (Assets/65431154313246784234/PostProcessing/Resources/Shaders/TAA.cginc)
243a78e5f55a8f24b91b5f495548f5a6 (Assets/65431154313246784234/WhiteAtelier_White/models/booth_inside_geo2.fbx)
244e48ea2b590df4eb7841878685db1e (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models)
24c20b8ed5be113499b40f4e3b6b03e6 (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_ShadingGradeMap_Tess_StencilMask.shader)
24d24b792ed653946925885e530075a4 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/sword-mesh.asset)
251872ad842cea541964f04dd515716b (Assets/65431154313246784234/Bakery/examples/content/sponza/Materials/vase_plant.mat)
2522a66b174d3144db7fa12bb5496d84 (Assets/65431154313246784234/WhiteAtelier_White/shaders/StencilMask.shader)
25613c7320d9d2e4389ebad7e23aba11 (Assets/65431154313246784234/Editor/x64/Bakery/lambert_sky.ptx)
25712b9d3dd0eb4439390fb8fea8043e (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models/PillarPrototype01x02x01.fbx)
2610b17ae27a5bb4493e1491e8e5dc4d (Assets/65431154313246784234/Editor/x64/Bakery/addDir.ptx)
26803b57669325843a97b0ae43031082 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/PanoViewer/Sphere.mat)
26825b609dbafe44b8f71eb044ecd6b8 (Assets/65431154313246784234/Bakery/examples/content/sponza/bush.FBX)
269f203d8c22e194a8024c8de727f6e5 (Assets/65431154313246784234/Editor/x64/Bakery/lmSkyProbeSH.ptx)
26a62c2e30be83547bdfa9fe837165e3 (Assets/65431154313246784234/PostProcessing/Resources/Shaders/ColorGrading.cginc)
26ae5925aa19af9459d2a5d9c69ab5e6 (Assets/65431154313246784234/ねこねこさんフォルダ/Materials)
27264baeb532294478c4f3ae30b0df84 (Assets/65431154313246784234/Bakery/examples/content/testColors.png)
